min, reserved, allocated, completing
191,0,20,0
192,0,20,0
193,0,20,0
194,0,20,0
195,0,20,0
196,0,20,0
197,0,20,0
198,0,20,0
199,0,20,0
200,0,20,0
201,0,20,0
202,0,20,0
203,0,20,0
204,0,20,0
205,0,20,0
206,0,20,0
207,0,20,0
208,0,20,0
209,0,20,0
210,0,20,0
211,0,20,0
212,0,20,0
213,0,20,0
214,0,20,0
215,0,20,0
216,0,20,0
217,1,19,0
218,0,20,0
219,0,20,0
220,0,20,0
221,0,20,0
222,0,20,0
223,0,20,0
224,0,20,0
225,0,20,0
226,0,20,0
227,0,20,0
228,0,20,0
229,6,14,0
230,6,14,0
231,6,14,0
232,6,14,0
233,7,13,0
234,0,20,0
235,0,20,0
236,0,20,0
237,0,20,0
238,0,20,0
239,0,20,0
240,0,20,0
241,1,19,0
242,6,14,0
243,0,20,0
244,0,20,0
245,0,20,0
246,0,20,0
247,0,20,0
248,0,20,0
249,0,20,0
250,0,20,0
251,0,20,0
252,0,20,0
253,0,20,0
254,0,20,0
255,0,20,0
256,0,20,0
257,0,20,0
258,0,20,0
259,0,20,0
260,0,20,0
261,0,20,0
262,0,20,0
263,0,20,0
264,0,20,0
265,0,20,0
266,0,20,0
267,0,20,0
268,0,20,0
269,0,20,0
270,0,20,0
271,0,20,0
272,0,20,0
273,4,16,0
274,0,20,0
275,0,20,0
276,0,20,0
277,4,16,0
278,4,16,0
279,4,16,0
280,0,20,0
281,0,20,0
282,0,20,0
283,0,20,0
284,0,20,0
285,0,20,0
286,0,20,0
287,0,20,0
288,0,20,0
289,0,20,0
290,0,20,0
291,0,20,0
292,0,20,0
293,0,20,0
294,0,20,0
295,0,20,0
296,0,20,0
297,0,20,0
298,0,20,0
299,0,20,0
300,0,20,0
301,0,20,0
302,0,20,0
303,0,20,0
304,1,19,0
305,1,19,0
306,1,19,0
307,0,20,0
308,0,20,0
309,0,20,0
310,0,20,0
311,0,20,0
312,0,20,0
313,0,20,0
314,0,20,0
315,0,20,0
316,0,20,0
317,0,20,0
318,1,19,0
319,0,20,0
320,0,20,0
321,0,20,0
322,0,20,0
323,2,18,0
324,0,20,0
325,0,20,0
326,0,20,0
327,0,20,0
328,1,19,0
329,1,19,0
330,1,19,0
331,3,17,0
332,7,13,0
333,7,13,0
334,0,20,0
335,0,20,0
336,0,20,0
337,0,20,0
338,0,20,0
339,0,20,0
340,0,20,0
341,0,20,0
342,0,20,0
343,0,20,0
344,0,20,0
345,0,20,0
346,0,20,0
347,0,20,0
348,0,20,0
349,0,20,0
350,0,20,0
351,0,20,0
352,0,20,0
353,0,20,0
354,0,20,0
355,0,20,0
356,0,20,0
357,0,20,0
358,0,20,0
359,0,20,0
360,0,20,0
361,0,20,0
362,0,20,0
363,0,20,0
364,0,20,0
365,0,20,0
366,0,20,0
367,1,19,0
368,0,20,0
369,0,20,0
370,1,19,0
371,1,19,0
372,0,20,0
373,0,20,0
374,0,20,0
375,0,20,0
376,3,17,0
377,3,17,0
378,3,17,0
379,3,17,0
380,4,16,0
381,0,20,0
382,0,20,0
383,0,20,0
384,3,17,0
385,0,20,0
386,0,20,0
387,0,20,0
388,6,14,0
389,0,20,0
390,0,20,0
391,0,20,0
392,0,20,0
393,0,20,0
394,0,20,0
395,0,20,0
396,0,20,0
397,0,20,0
398,0,20,0
399,0,20,0
400,0,20,0
401,0,20,0
402,0,20,0
403,0,20,0
404,0,20,0
405,0,20,0
406,0,20,0
407,0,20,0
408,0,20,0
409,0,20,0
410,0,20,0
411,0,20,0
412,0,20,0
413,0,20,0
414,0,20,0
415,0,20,0
416,0,20,0
417,0,20,0
418,0,20,0
419,0,20,0
420,0,20,0
421,0,20,0
422,0,20,0
423,0,20,0
424,0,20,0
425,0,20,0
426,0,20,0
427,0,20,0
428,0,20,0
429,0,20,0
430,6,14,0
431,0,20,0
432,0,20,0
433,0,20,0
434,0,20,0
435,1,19,0
436,1,19,0
437,1,19,0
438,1,19,0
439,5,15,0
440,0,20,0
441,0,20,0
442,0,20,0
443,0,20,0
444,0,20,0
445,0,20,0
446,0,20,0
447,0,20,0
448,0,20,0
449,2,18,0
450,0,20,0
451,0,20,0
452,0,20,0
453,0,20,0
454,0,20,0
455,0,20,0
456,0,20,0
457,0,20,0
458,0,20,0
459,0,20,0
460,0,20,0
461,0,20,0
462,0,20,0
463,0,20,0
464,0,20,0
465,0,20,0
466,0,20,0
467,0,20,0
468,0,20,0
469,0,20,0
470,0,20,0
471,0,20,0
472,0,20,0
473,0,20,0
474,0,20,0
475,0,20,0
476,0,20,0
477,0,20,0
478,0,20,0
479,0,20,0
480,0,20,0
481,0,20,0
482,0,20,0
483,0,20,0
484,0,20,0
485,0,20,0
486,0,20,0
487,0,20,0
488,0,20,0
489,0,20,0
490,0,20,0
491,0,20,0
492,0,20,0
493,0,20,0
494,0,20,0
495,0,20,0
496,0,20,0
497,0,20,0
498,0,20,0
499,0,20,0
500,0,20,0
501,0,20,0
502,0,20,0
503,0,20,0
504,0,20,0
505,0,20,0
506,0,20,0
507,0,20,0
508,0,20,0
509,0,20,0
510,0,20,0
511,2,18,0
512,0,20,0
513,0,20,0
514,0,20,0
515,0,20,0
516,0,20,0
517,0,20,0
518,0,20,0
519,0,20,0
520,0,20,0
521,0,20,0
522,1,19,0
523,1,19,0
524,0,20,0
525,0,20,0
526,0,20,0
527,0,20,0
528,1,19,0
529,1,19,0
530,1,19,0
531,0,20,0
532,0,20,0
533,0,20,0
534,0,20,0
535,0,20,0
536,3,17,0
537,0,20,0
538,0,20,0
539,0,20,0
540,0,20,0
541,3,17,0
542,0,20,0
543,0,20,0
544,3,17,0
545,3,17,0
546,4,16,0
547,0,20,0
548,0,20,0
549,2,18,0
550,2,18,0
551,4,16,0
552,0,20,0
553,0,20,0
554,0,20,0
555,0,20,0
556,0,20,0
557,0,20,0
558,0,20,0
559,0,20,0
560,0,20,0
561,0,20,0
562,0,20,0
563,0,20,0
564,0,20,0
565,0,20,0
566,0,20,0
567,0,20,0
568,0,20,0
569,0,20,0
570,0,20,0
571,0,20,0
572,1,19,0
573,0,20,0
574,0,20,0
575,0,20,0
576,0,20,0
577,0,20,0
578,0,20,0
579,0,20,0
580,0,20,0
581,0,20,0
582,0,20,0
583,0,20,0
584,0,20,0
585,0,20,0
586,0,20,0
587,0,20,0
588,0,20,0
589,0,20,0
590,0,20,0
591,1,19,0
592,0,20,0
593,0,20,0
594,1,19,0
595,0,20,0
596,0,20,0
597,1,19,0
598,0,20,0
599,0,20,0
600,0,20,0
601,0,20,0
602,0,20,0
603,0,20,0
604,0,20,0
605,0,20,0
606,0,20,0
607,0,20,0
608,0,20,0
609,0,20,0
610,1,19,0
611,1,19,0
612,1,19,0
613,3,17,0
614,1,19,0
615,1,19,0
616,1,19,0
617,4,16,0
618,0,20,0
619,0,20,0
620,0,20,0
621,0,20,0
622,0,20,0
623,0,20,0
624,0,20,0
625,0,20,0
626,4,16,0
627,0,20,0
628,0,20,0
629,0,20,0
630,0,20,0
631,0,20,0
632,0,20,0
633,0,20,0
634,0,20,0
635,0,20,0
636,0,20,0
637,4,16,0
638,0,20,0
639,0,20,0
640,0,20,0
641,1,19,0
642,1,19,0
643,1,19,0
644,1,19,0
645,1,19,0
646,1,19,0
647,1,19,0
648,1,19,0
649,1,19,0
650,1,19,0
651,1,19,0
652,1,19,0
653,5,15,0
654,5,15,0
655,0,20,0
656,0,20,0
657,0,20,0
658,0,20,0
659,0,20,0
660,0,20,0
661,0,20,0
662,0,20,0
663,0,20,0
664,0,20,0
665,0,20,0
666,0,20,0
667,0,20,0
668,0,20,0
669,0,20,0
670,0,20,0
671,1,19,0
672,1,19,0
673,1,19,0
674,0,20,0
675,0,20,0
676,0,20,0
677,0,20,0
678,0,20,0
679,0,20,0
680,0,20,0
681,2,18,0
682,0,20,0
683,0,20,0
684,0,20,0
685,0,20,0
686,0,20,0
687,0,20,0
688,0,20,0
689,0,20,0
690,0,20,0
691,0,20,0
692,0,20,0
693,0,20,0
694,4,16,0
695,2,18,0
696,2,18,0
697,2,18,0
698,0,20,0
699,0,20,0
700,0,20,0
701,0,20,0
702,0,20,0
703,0,20,0
704,0,20,0
705,0,20,0
706,0,20,0
707,0,20,0
708,0,20,0
709,0,20,0
710,0,20,0
711,0,20,0
712,0,20,0
713,0,20,0
714,0,20,0
715,0,20,0
716,0,20,0
717,0,20,0
718,0,20,0
719,0,20,0
720,0,20,0
721,3,17,0
722,0,20,0
723,0,20,0
724,0,20,0
725,0,20,0
726,0,20,0
727,0,20,0
728,0,20,0
729,0,20,0
730,0,20,0
731,0,20,0
732,0,20,0
733,0,20,0
734,0,20,0
735,0,20,0
736,1,19,0
737,1,19,0
738,1,19,0
739,0,20,0
740,0,20,0
741,0,20,0
742,0,20,0
743,0,20,0
744,0,20,0
745,0,20,0
746,0,20,0
747,0,20,0
748,0,20,0
749,0,20,0
750,0,20,0
751,0,20,0
752,0,20,0
753,0,20,0
754,0,20,0
755,0,20,0
756,0,20,0
757,0,20,0
758,0,20,0
759,0,20,0
760,0,20,0
761,0,20,0
762,0,20,0
763,0,20,0
764,0,20,0
765,0,20,0
766,0,20,0
767,0,20,0
768,1,19,0
769,1,19,0
770,1,19,0
771,2,18,0
772,2,18,0
773,2,18,0
774,4,16,0
775,4,16,0
776,5,15,0
777,5,15,0
778,5,15,0
779,0,20,0
780,0,20,0
781,0,20,0
782,0,20,0
783,0,20,0
784,0,20,0
785,0,20,0
786,0,20,0
787,0,20,0
788,0,20,0
789,0,20,0
790,0,20,0
791,0,20,0
792,0,20,0
793,0,20,0
794,0,20,0
795,0,20,0
796,0,20,0
797,0,20,0
798,0,20,0
799,0,20,0
800,0,20,0
801,0,20,0
802,0,20,0
803,0,20,0
804,0,20,0
805,0,20,0
806,0,20,0
807,0,20,0
808,0,20,0
809,1,19,0
810,1,19,0
811,1,19,0
812,1,19,0
813,1,19,0
814,1,19,0
815,1,19,0
816,1,19,0
817,6,14,0
818,3,17,0
819,3,17,0
820,0,20,0
821,0,20,0
822,0,20,0
823,0,20,0
824,0,20,0
825,0,20,0
826,1,19,0
827,1,19,0
828,1,19,0
829,5,15,0
830,0,20,0
831,0,20,0
832,0,20,0
833,0,20,0
834,0,20,0
835,0,20,0
836,0,20,0
837,0,20,0
838,0,20,0
839,0,20,0
840,0,20,0
841,0,20,0
842,0,20,0
843,0,20,0
844,0,20,0
845,0,20,0
846,0,20,0
847,0,20,0
848,0,20,0
849,0,20,0
850,0,20,0
851,0,20,0
852,0,20,0
853,0,20,0
854,0,20,0
855,0,20,0
856,0,20,0
857,0,20,0
858,0,20,0
859,0,20,0
860,0,20,0
861,0,20,0
862,0,20,0
863,0,20,0
864,0,20,0
865,0,20,0
866,0,20,0
867,0,20,0
868,0,20,0
869,2,18,0
870,0,20,0
871,0,20,0
872,0,20,0
873,0,20,0
874,0,20,0
875,2,18,0
876,0,20,0
877,0,20,0
878,0,20,0
879,0,20,0
880,2,18,0
881,2,18,0
882,2,18,0
883,2,18,0
884,2,18,0
885,2,18,0
886,2,18,0
887,2,18,0
888,0,20,0
889,0,20,0
890,0,20,0
891,0,20,0
892,0,20,0
893,0,20,0
894,0,20,0
895,0,20,0
896,0,20,0
897,0,20,0
898,0,20,0
899,0,20,0
900,0,20,0
901,0,20,0
902,0,20,0
903,0,20,0
904,0,20,0
905,0,20,0
906,0,20,0
907,0,20,0
908,0,20,0
909,0,20,0
910,0,20,0
911,0,20,0
912,0,20,0
913,0,20,0
914,0,20,0
915,1,19,0
916,0,20,0
917,0,20,0
918,0,20,0
919,0,20,0
920,0,20,0
921,0,20,0
922,0,20,0
923,0,20,0
924,0,20,0
925,0,20,0
926,0,20,0
927,0,20,0
928,0,20,0
929,0,20,0
930,0,20,0
931,0,20,0
932,0,20,0
933,0,20,0
934,0,20,0
935,0,20,0
936,0,20,0
937,0,20,0
938,0,20,0
939,0,20,0
940,0,20,0
941,0,20,0
942,0,20,0
943,0,20,0
944,0,20,0
945,0,20,0
946,0,20,0
947,0,20,0
948,0,20,0
949,0,20,0
950,0,20,0
951,0,20,0
952,0,20,0
953,0,20,0
954,0,20,0
955,0,20,0
956,1,19,0
957,0,20,0
958,0,20,0
959,0,20,0
960,0,20,0
961,0,20,0
962,0,20,0
963,0,20,0
964,0,20,0
965,0,20,0
966,0,20,0
967,0,20,0
968,2,18,0
969,0,20,0
970,0,20,0
971,0,20,0
972,0,20,0
973,0,20,0
974,0,20,0
975,0,20,0
976,1,19,0
977,1,19,0
978,2,18,0
979,1,19,0
980,1,19,0
981,1,19,0
982,2,18,0
983,20,0,0
